user_id,age,city_tier,income_bracket,device_type,referral_source,platform_id,registration_date,converted,max_stage_reached,max_stage_name,funnel_attempts
U00638,45,1,<3L,desktop,google_ads,PLT_14,2025-05-01,0,1,fd_view,1
U00639,22,1,7-15L,desktop,google_ads,PLT_06,2025-02-06,1,4,deposit,2
U00640,43,2,>15L,mobile,partner_referral,PLT_04,2025-03-08,0,3,kyc,3
U00641,62,1,3-7L,tablet,google_ads,PLT_07,2024-06-01,0,0,landing,1
U00642,22,2,<3L,mobile,organic,PLT_07,2024-06-01,0,3,kyc,2
U00643,40,1,3-7L,desktop,direct,PLT_02,2025-02-01,0,0,landing,1
U00644,30,2,7-15L,mobile,partner_referral,PLT_02,2025-03-23,1,4,deposit,3
U00645,43,1,3-7L,tablet,social_media,PLT_02,2025-03-12,1,4,deposit,2
U00646,38,3,>15L,desktop,google_ads,PLT_15,2025-01-15,1,4,deposit,1
U00647,30,2,7-15L,desktop,google_ads,PLT_14,2025-05-20,0,2,details,1
U00648,43,2,>15L,mobile,google_ads,PLT_15,2025-04-15,0,1,fd_view,1
U00649,59,3,7-15L,mobile,google_ads,PLT_02,2025-05-23,0,1,fd_view,1
U00650,35,2,<3L,desktop,partner_referral,PLT_13,2025-05-23,0,0,landing,1
U00651,46,1,3-7L,desktop,partner_referral,PLT_09,2025-05-06,1,4,deposit,3
U00652,22,2,<3L,mobile,google_ads,PLT_14,2025-03-14,0,1,fd_view,1
U00653,26,2,>15L,tablet,organic,PLT_05,2024-11-29,0,1,fd_view,1
U00654,43,3,7-15L,desktop,google_ads,PLT_11,2025-03-14,1,4,deposit,2
U00655,55,2,7-15L,mobile,organic,PLT_08,2025-04-13,0,0,landing,2
U00656,42,1,3-7L,desktop,organic,PLT_05,2025-05-22,1,4,deposit,1
U00657,34,1,<3L,mobile,direct,PLT_13,2025-02-26,1,4,deposit,1
U00658,37,2,7-15L,mobile,partner_referral,PLT_11,2025-04-25,0,2,details,2
U00659,22,2,3-7L,mobile,social_media,PLT_05,2025-02-07,0,1,fd_view,1
U00660,45,2,<3L,desktop,google_ads,PLT_01,2024-06-01,0,0,landing,1
U00661,48,2,7-15L,desktop,direct,PLT_06,2025-05-18,0,3,kyc,1
U00662,32,3,<3L,mobile,partner_referral,PLT_04,2025-05-04,0,3,kyc,1
U00663,32,2,3-7L,desktop,social_media,PLT_15,2025-03-17,0,2,details,1
U00664,41,1,3-7L,desktop,google_ads,PLT_03,2024-06-01,0,1,fd_view,1
U00665,32,1,<3L,desktop,direct,PLT_06,2024-12-06,0,3,kyc,1
U00666,37,1,>15L,mobile,social_media,PLT_02,2024-08-31,1,4,deposit,2
U00667,63,1,<3L,desktop,direct,PLT_08,2025-04-14,0,1,fd_view,1
U00668,35,1,<3L,mobile,organic,PLT_01,2024-06-01,0,2,details,1
U00669,33,1,<3L,mobile,google_ads,PLT_12,2025-05-19,0,2,details,1
U00670,30,1,7-15L,mobile,google_ads,PLT_09,2025-05-26,0,0,landing,1
U00671,46,1,3-7L,mobile,google_ads,PLT_08,2024-10-12,1,4,deposit,1
U00672,35,3,3-7L,desktop,direct,PLT_01,2024-07-22,0,1,fd_view,3
U00673,30,1,<3L,mobile,organic,PLT_10,2025-05-21,0,3,kyc,1
U00674,53,2,<3L,desktop,organic,PLT_12,2025-05-18,0,1,fd_view,2
U00675,55,2,3-7L,mobile,google_ads,PLT_15,2025-05-28,0,1,fd_view,1
U00676,30,3,7-15L,mobile,organic,PLT_09,2025-05-19,0,1,fd_view,1
U00677,22,1,>15L,tablet,google_ads,PLT_02,2025-05-04,0,2,details,1
U00678,50,2,<3L,desktop,social_media,PLT_03,2024-06-01,0,1,fd_view,1
U00679,29,3,3-7L,mobile,partner_referral,PLT_02,2025-01-20,0,3,kyc,2
U00680,47,3,>15L,mobile,organic,PLT_13,2024-12-03,1,4,deposit,2
U00681,22,3,3-7L,mobile,google_ads,PLT_14,2024-12-04,0,0,landing,1
U00682,48,1,7-15L,mobile,google_ads,PLT_08,2025-03-02,1,4,deposit,3
U00683,23,1,<3L,desktop,organic,PLT_02,2024-11-22,0,0,landing,1
U00684,46,2,>15L,desktop,social_media,PLT_10,2025-02-13,0,3,kyc,1
U00685,38,3,7-15L,mobile,social_media,PLT_02,2025-04-17,0,1,fd_view,3
U00686,26,2,>15L,tablet,social_media,PLT_15,2025-02-23,0,0,landing,1
U00687,33,2,7-15L,desktop,social_media,PLT_01,2025-03-02,0,3,kyc,1
U00688,46,1,3-7L,mobile,organic,PLT_07,2024-11-05,0,2,details,1
U00689,39,3,>15L,mobile,direct,PLT_12,2024-06-01,0,3,kyc,2
U00690,45,1,3-7L,desktop,social_media,PLT_02,2025-03-30,0,2,details,1
U00691,61,2,3-7L,desktop,direct,PLT_10,2024-12-11,0,2,details,2
U00692,22,2,7-15L,mobile,organic,PLT_05,2025-05-20,0,2,details,2
U00693,57,2,7-15L,mobile,direct,PLT_05,2024-12-04,0,2,details,1
U00694,39,1,>15L,mobile,social_media,PLT_03,2025-04-07,0,1,fd_view,1
U00695,27,1,<3L,desktop,social_media,PLT_03,2025-05-28,1,4,deposit,1
U00696,22,2,7-15L,mobile,organic,PLT_13,2025-04-08,0,0,landing,1
U00697,35,1,7-15L,mobile,social_media,PLT_12,2025-02-08,1,4,deposit,3
U00698,49,2,<3L,desktop,direct,PLT_03,2025-05-17,0,2,details,1
U00699,36,1,3-7L,tablet,social_media,PLT_06,2024-07-27,0,1,fd_view,2
U00700,56,2,3-7L,tablet,partner_referral,PLT_14,2025-05-23,0,1,fd_view,1
U00701,22,2,3-7L,mobile,direct,PLT_04,2024-07-17,0,2,details,1
U00702,37,1,>15L,mobile,google_ads,PLT_13,2025-01-05,1,4,deposit,2
U00703,22,2,7-15L,mobile,partner_referral,PLT_03,2025-04-14,1,4,deposit,3
U00704,42,1,7-15L,mobile,google_ads,PLT_02,2025-04-03,1,4,deposit,1
U00705,48,1,>15L,tablet,direct,PLT_13,2024-12-21,1,4,deposit,2
U00706,32,3,3-7L,mobile,organic,PLT_03,2025-02-11,1,4,deposit,1
U00707,22,2,7-15L,mobile,partner_referral,PLT_04,2025-01-19,0,0,landing,1
U00708,40,3,3-7L,mobile,social_media,PLT_06,2025-04-03,0,2,details,2
U00709,43,1,>15L,mobile,social_media,PLT_04,2025-03-13,0,3,kyc,2
U00710,42,2,<3L,desktop,partner_referral,PLT_08,2024-06-01,0,2,details,1
U00711,52,3,>15L,mobile,direct,PLT_03,2025-05-04,0,3,kyc,1
U00712,25,2,<3L,mobile,direct,PLT_12,2025-03-29,0,2,details,1
U00713,46,2,3-7L,mobile,organic,PLT_03,2025-04-21,0,1,fd_view,1
U00714,52,2,7-15L,mobile,google_ads,PLT_03,2024-12-10,0,1,fd_view,1
U00715,22,2,3-7L,mobile,organic,PLT_08,2024-12-10,1,4,deposit,1
U00716,41,3,7-15L,desktop,google_ads,PLT_04,2025-04-21,0,2,details,1
U00717,31,3,3-7L,desktop,partner_referral,PLT_01,2025-05-22,0,3,kyc,1
U00718,37,3,7-15L,desktop,direct,PLT_02,2025-05-31,0,0,landing,1
U00719,42,1,<3L,tablet,social_media,PLT_13,2025-03-27,1,4,deposit,1
U00720,32,3,<3L,tablet,organic,PLT_14,2025-03-30,0,1,fd_view,1
U00721,29,3,3-7L,tablet,organic,PLT_10,2024-06-01,0,3,kyc,3
U00722,38,1,3-7L,mobile,partner_referral,PLT_13,2025-03-17,0,2,details,1
U00723,24,1,<3L,mobile,partner_referral,PLT_13,2025-04-27,0,2,details,1
U00724,24,3,3-7L,mobile,google_ads,PLT_14,2024-09-08,0,2,details,2
U00725,46,2,3-7L,desktop,direct,PLT_02,2025-03-12,0,3,kyc,2
U00726,24,3,<3L,tablet,direct,PLT_14,2025-02-12,1,4,deposit,2
U00727,45,1,3-7L,desktop,google_ads,PLT_03,2025-05-20,1,4,deposit,3
U00728,43,3,>15L,mobile,direct,PLT_06,2025-04-05,1,4,deposit,3
U00729,22,1,<3L,tablet,google_ads,PLT_08,2024-06-20,0,0,landing,1
U00730,29,1,3-7L,mobile,social_media,PLT_12,2025-02-15,1,4,deposit,1
U00731,52,1,7-15L,mobile,google_ads,PLT_01,2025-04-12,0,1,fd_view,1
U00732,26,3,3-7L,mobile,organic,PLT_09,2025-02-04,0,1,fd_view,2
U00733,32,2,7-15L,mobile,direct,PLT_01,2024-08-16,0,3,kyc,1
U00734,43,2,3-7L,mobile,google_ads,PLT_10,2025-04-24,0,1,fd_view,1
U00735,47,2,3-7L,mobile,social_media,PLT_02,2025-03-09,0,2,details,1
U00736,34,3,<3L,mobile,google_ads,PLT_03,2024-06-01,1,4,deposit,2
U00737,30,2,7-15L,desktop,organic,PLT_07,2025-05-10,1,4,deposit,3
U00738,55,3,7-15L,desktop,organic,PLT_09,2024-12-31,0,2,details,1
U00739,58,2,<3L,desktop,google_ads,PLT_03,2025-02-07,0,0,landing,1
U00740,49,2,3-7L,mobile,social_media,PLT_08,2025-01-16,1,4,deposit,1
U00741,39,2,>15L,desktop,google_ads,PLT_15,2025-04-11,1,4,deposit,1
U00742,28,2,3-7L,tablet,social_media,PLT_09,2025-04-17,0,1,fd_view,1
U00743,28,3,3-7L,mobile,social_media,PLT_10,2025-01-14,1,4,deposit,1
U00744,44,2,>15L,mobile,social_media,PLT_07,2025-05-03,0,1,fd_view,1
U00745,43,1,7-15L,mobile,google_ads,PLT_04,2025-03-28,0,2,details,1
U00746,54,3,3-7L,mobile,direct,PLT_04,2025-05-07,0,0,landing,1
U00747,45,2,7-15L,desktop,google_ads,PLT_04,2025-05-31,0,0,landing,1
U00748,22,2,>15L,desktop,google_ads,PLT_06,2024-06-01,1,4,deposit,1
U00749,50,3,3-7L,mobile,organic,PLT_04,2025-03-26,0,3,kyc,3
U00750,26,2,3-7L,desktop,google_ads,PLT_05,2024-06-01,0,1,fd_view,1
U00751,33,1,3-7L,desktop,organic,PLT_09,2025-05-14,0,2,details,1
U00752,41,3,>15L,tablet,partner_referral,PLT_12,2025-02-15,0,0,landing,1
U00753,61,2,7-15L,mobile,google_ads,PLT_07,2025-05-06,1,4,deposit,1
U00754,70,2,<3L,tablet,google_ads,PLT_08,2024-11-26,0,1,fd_view,1
U00755,45,1,>15L,mobile,social_media,PLT_05,2024-11-30,0,2,details,1
U00756,35,3,3-7L,desktop,google_ads,PLT_05,2025-05-18,0,3,kyc,1
U00757,44,2,<3L,mobile,google_ads,PLT_13,2024-08-14,0,3,kyc,1
U00758,48,2,3-7L,mobile,organic,PLT_11,2025-05-07,0,1,fd_view,1
U00759,34,3,3-7L,desktop,social_media,PLT_07,2025-02-08,0,2,details,1
U00760,59,3,>15L,mobile,organic,PLT_11,2024-06-01,0,1,fd_view,1
U00761,40,1,<3L,mobile,google_ads,PLT_13,2024-09-18,0,2,details,1
U00762,43,2,7-15L,mobile,partner_referral,PLT_14,2024-06-01,0,0,landing,3
U00763,45,1,3-7L,desktop,social_media,PLT_12,2025-04-12,0,2,details,1
U00764,43,3,<3L,mobile,partner_referral,PLT_08,2025-05-19,0,1,fd_view,1
U00765,48,1,>15L,desktop,social_media,PLT_09,2025-05-07,0,3,kyc,1
U00766,30,2,3-7L,mobile,organic,PLT_15,2025-03-10,0,1,fd_view,2
U00767,31,3,3-7L,mobile,google_ads,PLT_14,2024-11-24,0,1,fd_view,1
U00768,24,3,3-7L,mobile,google_ads,PLT_02,2025-05-13,0,2,details,1
U00769,43,2,>15L,mobile,organic,PLT_03,2025-01-23,0,1,fd_view,1
U00770,47,3,3-7L,mobile,google_ads,PLT_12,2025-04-16,0,3,kyc,2
U00771,43,1,<3L,mobile,google_ads,PLT_12,2025-04-12,1,4,deposit,1
U00772,58,3,<3L,tablet,partner_referral,PLT_02,2025-01-22,0,3,kyc,3
U00773,37,1,3-7L,desktop,social_media,PLT_10,2025-03-18,0,0,landing,2
U00774,46,2,7-15L,mobile,google_ads,PLT_07,2024-11-13,0,2,details,2
U00775,24,3,3-7L,mobile,social_media,PLT_12,2025-05-12,0,1,fd_view,1
U00776,33,1,<3L,desktop,google_ads,PLT_02,2024-11-26,0,1,fd_view,1
U00777,46,1,<3L,mobile,google_ads,PLT_12,2025-05-25,1,4,deposit,2
U00778,48,3,3-7L,mobile,partner_referral,PLT_14,2025-05-07,0,0,landing,1
U00779,34,3,>15L,desktop,organic,PLT_15,2025-01-24,0,2,details,1
U00780,37,2,3-7L,desktop,organic,PLT_02,2024-10-13,0,3,kyc,3
U00781,22,2,>15L,desktop,google_ads,PLT_14,2025-04-28,1,4,deposit,2
U00782,33,2,3-7L,mobile,direct,PLT_14,2025-04-15,0,0,landing,1
U00783,48,1,<3L,mobile,social_media,PLT_02,2025-03-01,0,3,kyc,1
U00784,44,2,>15L,desktop,organic,PLT_15,2025-05-04,1,4,deposit,2
U00785,44,1,3-7L,mobile,social_media,PLT_12,2024-11-13,0,3,kyc,3
U00786,38,3,7-15L,mobile,social_media,PLT_13,2024-12-05,0,1,fd_view,1
U00787,38,2,>15L,mobile,partner_referral,PLT_04,2025-05-14,1,4,deposit,1
U00788,30,2,<3L,mobile,social_media,PLT_01,2025-03-19,0,3,kyc,3
U00789,46,2,<3L,tablet,google_ads,PLT_02,2024-12-05,1,4,deposit,1
U00790,43,3,7-15L,desktop,google_ads,PLT_03,2025-04-13,0,2,details,1
U00791,43,1,3-7L,desktop,partner_referral,PLT_07,2025-02-01,0,1,fd_view,2
U00792,31,2,<3L,mobile,partner_referral,PLT_10,2025-05-26,0,0,landing,1
U00793,22,2,<3L,mobile,partner_referral,PLT_01,2025-02-09,1,4,deposit,1
U00794,51,2,<3L,mobile,partner_referral,PLT_06,2025-05-13,0,2,details,1
U00795,32,1,7-15L,mobile,direct,PLT_03,2024-10-31,0,1,fd_view,1
U00796,27,3,<3L,tablet,direct,PLT_03,2025-04-10,0,2,details,1
U00797,46,3,3-7L,mobile,direct,PLT_04,2025-04-23,0,3,kyc,1
U00798,33,2,7-15L,mobile,social_media,PLT_13,2024-10-24,0,3,kyc,1
U00799,50,2,3-7L,mobile,direct,PLT_04,2025-05-26,0,1,fd_view,1
U00800,45,3,<3L,desktop,organic,PLT_07,2025-04-02,0,2,details,1
U00801,46,3,7-15L,mobile,google_ads,PLT_03,2025-04-07,0,3,kyc,3
U00802,22,1,<3L,mobile,google_ads,PLT_08,2025-04-22,0,2,details,1
U00803,52,2,7-15L,mobile,social_media,PLT_08,2024-08-14,0,0,landing,1
U00804,41,2,>15L,desktop,partner_referral,PLT_11,2024-12-17,1,4,deposit,3
U00805,33,2,3-7L,mobile,social_media,PLT_13,2025-05-25,0,3,kyc,1
U00806,39,3,3-7L,tablet,organic,PLT_07,2025-01-02,0,1,fd_view,1
U00807,22,3,3-7L,desktop,google_ads,PLT_02,2025-03-04,1,4,deposit,3
U00808,42,3,3-7L,mobile,social_media,PLT_05,2024-08-28,0,2,details,1
U00809,25,2,>15L,desktop,organic,PLT_06,2025-04-17,0,0,landing,2
U00810,22,1,>15L,mobile,google_ads,PLT_12,2025-02-19,1,4,deposit,3
U00811,22,3,3-7L,tablet,google_ads,PLT_10,2025-03-10,0,1,fd_view,1
U00812,51,3,7-15L,mobile,google_ads,PLT_04,2025-03-13,1,4,deposit,3
U00813,30,1,>15L,mobile,social_media,PLT_13,2025-03-20,1,4,deposit,1
U00814,56,3,>15L,mobile,google_ads,PLT_10,2025-05-05,1,4,deposit,1
U00815,31,3,3-7L,mobile,partner_referral,PLT_05,2024-12-14,0,2,details,2
U00816,22,2,3-7L,tablet,organic,PLT_14,2025-03-21,0,2,details,1
U00817,24,2,3-7L,mobile,social_media,PLT_09,2024-06-01,0,3,kyc,1
U00818,52,2,>15L,desktop,google_ads,PLT_11,2025-04-26,1,4,deposit,2
U00819,36,1,<3L,mobile,partner_referral,PLT_07,2025-01-15,0,3,kyc,1
U00820,31,2,3-7L,tablet,social_media,PLT_02,2024-06-27,0,2,details,1
U00821,39,3,3-7L,mobile,google_ads,PLT_11,2025-01-22,0,1,fd_view,1
U00822,44,1,3-7L,mobile,direct,PLT_01,2024-09-28,1,4,deposit,3
U00823,51,2,3-7L,mobile,partner_referral,PLT_02,2024-11-03,0,1,fd_view,1
U00824,55,2,>15L,desktop,google_ads,PLT_03,2025-04-09,0,3,kyc,3
U00825,33,2,<3L,mobile,organic,PLT_11,2025-02-12,0,2,details,1
U00826,22,3,3-7L,mobile,direct,PLT_02,2025-05-12,0,3,kyc,1
U00827,33,2,<3L,mobile,social_media,PLT_11,2025-03-01,0,1,fd_view,1
U00828,41,2,<3L,desktop,google_ads,PLT_03,2025-05-01,0,1,fd_view,1
U00829,26,3,3-7L,mobile,google_ads,PLT_10,2024-12-20,0,1,fd_view,1
U00830,26,2,3-7L,desktop,social_media,PLT_15,2025-03-03,0,1,fd_view,1
U00831,42,1,3-7L,mobile,social_media,PLT_11,2025-03-30,0,0,landing,1
U00832,37,2,3-7L,desktop,social_media,PLT_11,2025-04-25,0,3,kyc,1
U00833,38,1,<3L,tablet,google_ads,PLT_15,2024-06-01,0,1,fd_view,2
U00834,28,1,3-7L,mobile,social_media,PLT_12,2025-05-24,0,2,details,1
U00835,35,2,>15L,mobile,google_ads,PLT_14,2025-05-27,0,2,details,2
U00836,26,2,>15L,mobile,google_ads,PLT_12,2025-05-03,0,2,details,1
U00837,48,3,3-7L,mobile,partner_referral,PLT_09,2024-06-01,0,1,fd_view,2
U00838,50,2,3-7L,mobile,direct,PLT_04,2024-06-01,0,1,fd_view,1
U00839,22,2,>15L,desktop,google_ads,PLT_12,2025-01-25,0,1,fd_view,1
U00840,26,2,<3L,mobile,google_ads,PLT_09,2024-09-20,0,3,kyc,1
U00841,22,1,7-15L,tablet,social_media,PLT_11,2025-05-04,1,4,deposit,3
U00842,30,2,>15L,mobile,partner_referral,PLT_03,2024-06-01,0,1,fd_view,3
U00843,36,1,<3L,desktop,social_media,PLT_12,2025-05-14,0,0,landing,1
U00844,22,3,<3L,mobile,social_media,PLT_01,2025-05-20,0,3,kyc,2
U00845,26,1,>15L,mobile,organic,PLT_11,2025-05-18,0,3,kyc,2
U00846,25,2,3-7L,mobile,direct,PLT_05,2025-02-19,0,1,fd_view,2
U00847,40,1,<3L,mobile,social_media,PLT_10,2024-12-01,0,0,landing,1
U00848,38,3,3-7L,mobile,direct,PLT_10,2025-04-08,0,2,details,1
U00849,29,2,3-7L,desktop,social_media,PLT_14,2024-06-01,1,4,deposit,2
U00850,40,2,7-15L,tablet,direct,PLT_02,2025-03-25,0,3,kyc,1
U00851,31,1,7-15L,mobile,organic,PLT_04,2025-05-13,0,3,kyc,2
U00852,34,3,>15L,mobile,google_ads,PLT_02,2025-03-18,0,3,kyc,2
U00853,58,1,3-7L,mobile,direct,PLT_02,2025-01-16,0,0,landing,1
U00854,54,3,3-7L,mobile,google_ads,PLT_13,2024-10-30,0,1,fd_view,1
U00855,22,1,3-7L,mobile,organic,PLT_03,2025-03-20,0,2,details,1
U00856,47,1,3-7L,desktop,social_media,PLT_05,2025-02-13,0,0,landing,1
U00857,47,1,<3L,tablet,social_media,PLT_04,2025-04-25,1,4,deposit,3
U00858,24,2,>15L,tablet,organic,PLT_02,2025-01-28,1,4,deposit,3
U00859,47,2,>15L,mobile,direct,PLT_15,2024-06-01,0,3,kyc,3
U00860,56,1,3-7L,desktop,social_media,PLT_11,2025-05-26,0,1,fd_view,1
U00861,24,3,7-15L,desktop,partner_referral,PLT_14,2024-09-13,0,1,fd_view,1
U00862,26,2,<3L,mobile,social_media,PLT_14,2025-02-22,0,2,details,3
U00863,50,2,3-7L,mobile,google_ads,PLT_10,2025-04-28,1,4,deposit,2
U00864,41,2,7-15L,desktop,organic,PLT_02,2024-06-01,0,1,fd_view,1
U00865,44,2,3-7L,mobile,google_ads,PLT_14,2025-03-14,0,2,details,1
U00866,42,2,>15L,mobile,partner_referral,PLT_06,2025-04-14,0,1,fd_view,1
U00867,42,1,7-15L,mobile,partner_referral,PLT_07,2025-05-08,0,0,landing,1
U00868,22,1,3-7L,desktop,social_media,PLT_12,2025-04-29,0,1,fd_view,1
U00869,50,3,7-15L,mobile,social_media,PLT_10,2024-10-30,1,4,deposit,3
U00870,52,3,<3L,tablet,partner_referral,PLT_06,2025-02-07,0,3,kyc,1
U00871,35,2,3-7L,desktop,social_media,PLT_07,2024-08-12,0,1,fd_view,1
U00872,37,1,3-7L,desktop,organic,PLT_01,2025-05-01,1,4,deposit,2
U00873,22,2,3-7L,mobile,organic,PLT_06,2025-05-17,0,1,fd_view,1
U00874,44,2,7-15L,desktop,direct,PLT_11,2025-05-31,0,3,kyc,2
U00875,44,1,3-7L,mobile,organic,PLT_03,2025-03-08,0,2,details,2
U00876,37,1,7-15L,mobile,google_ads,PLT_01,2024-06-01,0,1,fd_view,1
U00877,51,3,3-7L,mobile,social_media,PLT_08,2025-01-10,0,2,details,3
U00878,33,2,3-7L,mobile,google_ads,PLT_04,2025-04-18,0,2,details,3
U00879,44,1,7-15L,desktop,direct,PLT_10,2024-09-23,1,4,deposit,1
U00880,25,1,<3L,mobile,google_ads,PLT_08,2024-12-01,0,2,details,1
U00881,37,1,<3L,mobile,organic,PLT_10,2025-05-31,0,2,details,1
U00882,35,2,3-7L,mobile,google_ads,PLT_14,2024-11-10,0,2,details,1
U00883,40,1,3-7L,tablet,partner_referral,PLT_11,2025-04-20,1,4,deposit,3
U00884,33,1,<3L,desktop,google_ads,PLT_04,2025-05-13,0,3,kyc,2
U00885,36,3,7-15L,desktop,partner_referral,PLT_04,2025-05-02,0,1,fd_view,1
U00886,47,1,3-7L,mobile,direct,PLT_12,2025-03-18,1,4,deposit,3
U00887,32,2,3-7L,mobile,direct,PLT_14,2025-03-27,0,3,kyc,1
U00888,22,1,>15L,tablet,google_ads,PLT_10,2025-04-22,0,1,fd_view,1
U00889,58,1,3-7L,mobile,google_ads,PLT_04,2025-05-10,0,2,details,2
U00890,54,1,>15L,mobile,partner_referral,PLT_06,2024-12-11,0,0,landing,1
U00891,22,3,<3L,desktop,direct,PLT_14,2024-06-01,0,1,fd_view,1
U00892,46,3,3-7L,mobile,direct,PLT_09,2024-12-03,0,3,kyc,1
U00893,31,3,>15L,desktop,google_ads,PLT_05,2025-04-20,1,4,deposit,3
U00894,41,2,3-7L,mobile,social_media,PLT_12,2025-04-29,0,1,fd_view,3
U00895,41,2,7-15L,mobile,google_ads,PLT_13,2025-05-03,1,4,deposit,1
U00896,35,1,3-7L,mobile,organic,PLT_10,2025-05-15,0,1,fd_view,1
U00897,28,1,<3L,mobile,organic,PLT_14,2025-02-25,0,2,details,1
U00898,29,3,3-7L,desktop,google_ads,PLT_15,2025-02-10,1,4,deposit,2
U00899,27,1,3-7L,desktop,google_ads,PLT_08,2025-01-06,0,2,details,2
U00900,28,1,>15L,mobile,organic,PLT_08,2025-01-16,0,2,details,1
U00901,37,1,<3L,mobile,social_media,PLT_04,2025-04-21,0,3,kyc,1
U00902,29,1,>15L,desktop,google_ads,PLT_15,2025-04-14,1,4,deposit,2
U00903,46,1,>15L,desktop,partner_referral,PLT_11,2025-01-15,0,2,details,1
U00904,55,2,<3L,mobile,google_ads,PLT_10,2025-04-11,0,3,kyc,2
U00905,31,2,3-7L,mobile,organic,PLT_09,2025-05-04,0,1,fd_view,1
U00906,40,3,>15L,mobile,google_ads,PLT_09,2025-04-06,0,2,details,1
U00907,43,3,>15L,desktop,google_ads,PLT_05,2025-04-24,0,3,kyc,1
U00908,43,2,3-7L,tablet,partner_referral,PLT_06,2025-05-21,0,3,kyc,1
U00909,38,1,3-7L,mobile,organic,PLT_05,2024-11-01,0,0,landing,1
U00910,46,2,3-7L,desktop,partner_referral,PLT_03,2024-10-14,0,0,landing,1
U00911,43,2,7-15L,mobile,organic,PLT_11,2025-05-03,1,4,deposit,3
U00912,23,1,3-7L,mobile,social_media,PLT_08,2025-05-24,0,2,details,1
U00913,48,2,7-15L,mobile,social_media,PLT_09,2024-12-22,1,4,deposit,3
U00914,48,2,<3L,desktop,organic,PLT_15,2025-05-04,1,4,deposit,1
U00915,28,2,<3L,mobile,google_ads,PLT_04,2025-04-03,0,3,kyc,1
U00916,38,2,3-7L,mobile,organic,PLT_09,2025-05-25,0,3,kyc,2
U00917,46,1,3-7L,mobile,partner_referral,PLT_09,2025-05-02,1,4,deposit,1
U00918,35,3,3-7L,mobile,google_ads,PLT_07,2024-11-25,1,4,deposit,1
U00919,50,3,3-7L,mobile,partner_referral,PLT_08,2024-11-18,0,1,fd_view,2
U00920,66,1,3-7L,desktop,partner_referral,PLT_15,2025-05-05,0,3,kyc,2
U00921,28,3,<3L,mobile,direct,PLT_03,2025-04-13,0,1,fd_view,2
U00922,22,2,3-7L,desktop,partner_referral,PLT_15,2025-05-15,0,0,landing,1
U00923,41,3,>15L,mobile,partner_referral,PLT_05,2025-05-23,0,2,details,1
U00924,46,3,3-7L,mobile,google_ads,PLT_03,2024-06-01,1,4,deposit,2
U00925,35,2,3-7L,mobile,direct,PLT_07,2025-01-25,0,0,landing,1
U00926,55,1,3-7L,mobile,social_media,PLT_06,2025-02-28,0,3,kyc,1
U00927,22,1,>15L,mobile,google_ads,PLT_11,2024-12-09,0,0,landing,1
U00928,46,2,<3L,mobile,social_media,PLT_03,2024-10-25,0,3,kyc,2
U00929,30,2,7-15L,desktop,google_ads,PLT_09,2024-11-16,0,1,fd_view,1
U00930,58,1,7-15L,desktop,social_media,PLT_12,2025-05-30,0,0,landing,1
U00931,61,1,7-15L,mobile,social_media,PLT_01,2025-05-08,0,2,details,1
U00932,28,3,<3L,mobile,organic,PLT_10,2025-01-25,0,2,details,1
U00933,31,3,7-15L,mobile,social_media,PLT_03,2025-04-06,1,4,deposit,2
U00934,48,2,<3L,mobile,google_ads,PLT_15,2024-06-01,0,2,details,1
U00935,33,1,3-7L,mobile,google_ads,PLT_15,2025-01-21,0,2,details,1
U00936,37,1,7-15L,desktop,google_ads,PLT_15,2024-06-01,0,3,kyc,1
U00937,38,1,<3L,mobile,social_media,PLT_11,2025-05-06,1,4,deposit,1
U00938,22,3,7-15L,mobile,google_ads,PLT_15,2024-10-05,0,3,kyc,3
U00939,37,1,<3L,mobile,organic,PLT_10,2025-04-16,0,0,landing,1
U00940,29,2,7-15L,mobile,social_media,PLT_11,2024-06-01,0,1,fd_view,3
U00941,32,1,3-7L,desktop,organic,PLT_07,2025-05-12,0,2,details,1
U00942,55,2,<3L,mobile,organic,PLT_03,2025-03-06,0,2,details,3
U00943,22,2,<3L,mobile,google_ads,PLT_14,2024-11-25,0,1,fd_view,1
U00944,47,3,>15L,desktop,google_ads,PLT_03,2025-03-25,1,4,deposit,1
U00945,34,1,<3L,mobile,google_ads,PLT_02,2025-03-18,1,4,deposit,3
U00946,34,1,<3L,desktop,organic,PLT_09,2024-06-01,0,1,fd_view,3
U00947,47,1,3-7L,desktop,direct,PLT_11,2025-03-27,0,2,details,1
U00948,42,3,7-15L,mobile,social_media,PLT_04,2025-02-10,1,4,deposit,1
U00949,44,3,3-7L,desktop,google_ads,PLT_10,2025-05-26,0,0,landing,1
U00950,49,2,<3L,mobile,google_ads,PLT_13,2024-10-23,1,4,deposit,3
U00951,34,2,3-7L,mobile,google_ads,PLT_06,2025-01-27,0,3,kyc,2
U00952,30,2,<3L,mobile,partner_referral,PLT_02,2025-03-31,0,2,details,2
U00953,24,1,<3L,mobile,organic,PLT_09,2025-05-31,1,4,deposit,1
U00954,28,3,3-7L,desktop,organic,PLT_15,2025-02-14,0,1,fd_view,2
U00955,70,2,7-15L,desktop,direct,PLT_07,2025-05-31,0,0,landing,1
U00956,52,2,<3L,tablet,google_ads,PLT_10,2025-05-31,0,2,details,1
U00957,22,2,3-7L,desktop,google_ads,PLT_05,2025-02-07,0,0,landing,1
