user_id,age,city_tier,income_bracket,device_type,referral_source,platform_id,registration_date,converted,max_stage_reached,max_stage_name,funnel_attempts,income_num,device_mobile,device_desktop,referral_paid,referral_partner,max_stage_idx,total_events,funnel_attempts_feat,has_reentry,session_hour_mean,session_hour_std,evening_session_ratio,weekday_ratio,time_on_landing,time_on_fd_view,time_on_details,time_on_kyc,total_time_in_funnel,avg_scroll_depth,details_max_scroll,kyc_attempts,kyc_avg_time,n_devices_used,device_switched,avg_stage_gap_sec,fastest_transition_sec,n_fds_booked,avg_fd_amount,total_fd_amount,avg_tenor,avg_rate,n_banks,income_midpoint,amount_to_income_ratio,mobile_kyc_friction,high_income_engagement,tier3_mobile,reentry_details_time,evening_details_depth,segment,segment_name
U00885,36,3,7-15L,desktop,partner_referral,PLT_04,2025-05-02,0,1,fd_view,1,3,0,1,0,1,1,2,1,0,6.0,0.0,0.0,1.0,5.0,30.0,0.0,0.0,35,49.349999999999994,0.0,0,0.0,1,0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000,0.0,0,35,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00886,47,1,3-7L,mobile,direct,PLT_12,2025-03-18,1,4,deposit,3,2,1,0,0,0,4,10,3,1,4.1,0.7378647873726218,0.0,0.8,31.666666666666668,37.666666666666664,98.5,72.0,545,57.33,90.4,1,72.0,1,0,77602.66666666667,2.0,3.0,94975.0,284925.0,22.0,7.796666666666667,2.0,500000,0.18995,1,0,0,98.5,0.0,1,🟢 High-Value Converters
U00887,32,2,3-7L,mobile,direct,PLT_14,2025-03-27,0,3,kyc,1,2,1,0,0,0,3,4,1,0,23.0,0.0,0.0,1.0,29.0,3.0,87.0,55.0,174,56.325,57.5,1,55.0,1,0,11.333333333333334,5.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,1,0,0,0.0,0.0,2,🔵 Exploring Newcomers
U00888,22,1,>15L,tablet,google_ads,PLT_10,2025-04-22,0,1,fd_view,1,4,0,0,1,0,1,2,1,0,8.0,0.0,0.0,1.0,31.0,7.0,0.0,0.0,38,28.35,0.0,0,0.0,1,0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,0.0,0,38,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00889,58,1,3-7L,mobile,google_ads,PLT_04,2025-05-10,0,2,details,2,2,1,0,1,0,2,5,2,1,19.6,0.5477225575051664,1.0,1.0,22.0,17.0,133.0,0.0,211,59.04,87.9,0,0.0,1,0,63905.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,133.0,87.9,2,🔵 Exploring Newcomers
U00890,54,1,>15L,mobile,partner_referral,PLT_06,2024-12-11,0,0,landing,1,4,1,0,0,1,0,1,1,0,23.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,21,22.1,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,0.0,0,21,0,0.0,0.0,0,🟡 Hesitant Comparers
U00891,22,3,<3L,desktop,direct,PLT_14,2024-06-01,0,1,fd_view,1,1,0,1,0,0,1,2,1,0,5.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,8,53.45,0.0,0,0.0,1,0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00892,46,3,3-7L,mobile,direct,PLT_09,2024-12-03,0,3,kyc,1,2,1,0,0,0,3,4,1,0,23.0,0.0,0.0,1.0,5.0,98.0,129.0,138.0,370,57.825,46.4,1,138.0,1,0,13.666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,1,0,1,0.0,0.0,2,🔵 Exploring Newcomers
U00893,31,3,>15L,desktop,google_ads,PLT_05,2025-04-20,1,4,deposit,3,4,0,1,1,0,4,12,3,1,19.0,1.4770978917519928,1.0,0.5833333333333334,21.666666666666668,41.0,78.33333333333333,160.0,789,62.53333333333333,90.6,2,160.0,1,0,24551.272727272728,10.0,1.0,88849.0,88849.0,12.0,6.81,1.0,2000000,0.0444245,0,789,0,78.33333333333333,90.6,1,🟢 High-Value Converters
U00894,41,2,3-7L,mobile,social_media,PLT_12,2025-04-29,0,1,fd_view,3,2,1,0,1,0,1,6,3,1,19.333333333333332,1.0327955589886444,1.0,0.6666666666666666,21.666666666666668,20.0,0.0,0.0,125,49.65,0.0,0,0.0,1,0,69122.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00895,41,2,7-15L,mobile,google_ads,PLT_13,2025-05-03,1,4,deposit,1,3,1,0,1,0,4,5,1,0,20.0,0.0,1.0,1.0,41.0,208.0,17.0,286.0,663,40.86,46.0,1,286.0,1,0,20.0,9.0,1.0,56287.0,56287.0,12.0,7.27,1.0,1100000,0.05117,1,663,0,0.0,46.0,2,🔵 Exploring Newcomers
U00896,35,1,3-7L,mobile,organic,PLT_10,2025-05-15,0,1,fd_view,1,2,1,0,0,0,1,2,1,0,22.0,0.0,0.0,1.0,27.0,28.0,0.0,0.0,55,55.85,0.0,0,0.0,1,0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00897,28,1,<3L,mobile,organic,PLT_14,2025-02-25,0,2,details,1,1,1,0,0,0,2,3,1,0,5.0,0.0,0.0,0.0,20.0,53.0,4.0,0.0,77,35.199999999999996,17.3,0,0.0,1,0,14.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00898,29,3,3-7L,desktop,google_ads,PLT_15,2025-02-10,1,4,deposit,2,2,0,1,1,0,4,6,2,1,4.833333333333333,0.40824829046386296,0.0,0.8333333333333334,5.5,29.0,51.0,1206.0,1322,49.300000000000004,66.9,1,1206.0,1,0,68400.0,3.0,1.0,215836.0,215836.0,12.0,7.96,1.0,500000,0.431672,0,0,0,51.0,0.0,1,🟢 High-Value Converters
U00899,27,1,3-7L,desktop,google_ads,PLT_08,2025-01-06,0,2,details,2,2,0,1,1,0,2,4,2,1,19.5,1.0000000000000002,1.0,1.0,34.0,103.0,46.0,0.0,217,47.974999999999994,53.3,0,0.0,1,0,88813.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,46.0,53.3,3,🔴 Dormant Drop-offs
U00900,28,1,>15L,mobile,organic,PLT_08,2025-01-16,0,2,details,1,4,1,0,0,0,2,3,1,0,6.0,0.0,0.0,0.0,5.0,3.0,113.0,0.0,121,53.03333333333333,89.6,0,0.0,1,0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,0.0,0,121,0,0.0,0.0,0,🟡 Hesitant Comparers
U00901,37,1,<3L,mobile,social_media,PLT_04,2025-04-21,0,3,kyc,1,1,1,0,1,0,3,4,1,0,21.0,0.0,1.0,1.0,35.0,56.0,33.0,51.0,175,70.25,78.9,1,51.0,1,0,15.666666666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,1,0,0,0.0,78.9,2,🔵 Exploring Newcomers
U00902,29,1,>15L,desktop,google_ads,PLT_15,2025-04-14,1,4,deposit,2,4,0,1,1,0,4,9,2,1,4.555555555555555,0.5270462766947297,0.0,0.4444444444444444,16.5,9.0,102.5,58.0,420,53.55555555555556,83.2,2,58.0,1,0,37555.28571428572,5.0,1.0,36416.0,36416.0,6.0,6.76,1.0,2000000,0.018208,0,420,0,102.5,0.0,1,🟢 High-Value Converters
U00903,46,1,>15L,desktop,partner_referral,PLT_11,2025-01-15,0,2,details,1,4,0,1,0,1,2,3,1,0,18.0,0.0,1.0,0.0,57.0,3.0,94.0,0.0,154,49.133333333333326,47.7,0,0.0,1,0,25.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,0.0,0,154,0,0.0,47.7,3,🔴 Dormant Drop-offs
U00904,55,2,<3L,mobile,google_ads,PLT_10,2025-04-11,0,3,kyc,2,1,1,0,1,0,3,6,2,1,7.666666666666667,11.877148928369412,0.0,0.3333333333333333,37.0,5.0,168.0,21.0,273,52.583333333333336,44.5,1,21.0,1,0,18012.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,1,0,0,168.0,0.0,2,🔵 Exploring Newcomers
U00905,31,2,3-7L,mobile,organic,PLT_09,2025-05-04,0,1,fd_view,1,2,1,0,0,0,1,2,1,0,4.0,0.0,0.0,1.0,5.0,37.0,0.0,0.0,42,26.799999999999997,0.0,0,0.0,1,0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00906,40,3,>15L,mobile,google_ads,PLT_09,2025-04-06,0,2,details,1,4,1,0,1,0,2,3,1,0,1.0,0.0,0.0,1.0,10.0,20.0,264.0,0.0,294,81.36666666666666,88.0,0,0.0,1,0,14.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,0.0,0,294,1,0.0,0.0,2,🔵 Exploring Newcomers
U00907,43,3,>15L,desktop,google_ads,PLT_05,2025-04-24,0,3,kyc,1,4,0,1,1,0,3,4,1,0,21.0,0.0,1.0,0.0,5.0,33.0,178.0,40.0,256,45.675,82.7,1,40.0,1,0,21.666666666666668,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,0.0,0,256,0,0.0,82.7,2,🔵 Exploring Newcomers
U00908,43,2,3-7L,tablet,partner_referral,PLT_06,2025-05-21,0,3,kyc,1,2,0,0,0,1,3,4,1,0,7.0,0.0,0.0,1.0,49.0,10.0,92.0,95.0,246,46.725,41.6,1,95.0,1,0,26.333333333333332,14.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,2,🔵 Exploring Newcomers
U00909,38,1,3-7L,mobile,organic,PLT_05,2024-11-01,0,0,landing,1,2,1,0,0,0,0,1,1,0,6.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,33,29.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00910,46,2,3-7L,desktop,partner_referral,PLT_03,2024-10-14,0,0,landing,1,2,0,1,0,1,0,1,1,0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,8,20.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00911,43,2,7-15L,mobile,organic,PLT_11,2025-05-03,1,4,deposit,3,3,1,0,0,0,4,9,3,1,5.0,0.0,0.0,1.0,28.0,23.0,146.0,49.0,668,59.82222222222222,96.7,1,49.0,2,1,24699.285714285714,1.0,2.0,133235.5,266471.0,24.0,7.48,2.0,1100000,0.12112318181818182,1,668,0,146.0,0.0,1,🟢 High-Value Converters
U00912,23,1,3-7L,mobile,social_media,PLT_08,2025-05-24,0,2,details,1,2,1,0,1,0,2,3,1,0,20.0,0.0,1.0,1.0,35.0,58.0,216.0,0.0,309,56.73333333333333,63.7,0,0.0,1,0,15.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,63.7,2,🔵 Exploring Newcomers
U00913,48,2,7-15L,mobile,social_media,PLT_09,2024-12-22,1,4,deposit,3,3,1,0,1,0,4,9,3,1,18.22222222222222,1.4813657362192643,0.4444444444444444,0.3333333333333333,26.333333333333332,7.5,150.0,256.0,669,59.888888888888886,78.7,1,256.0,1,0,97211.14285714286,1.0,1.0,57596.0,57596.0,12.0,8.75,1.0,1100000,0.05236,1,669,0,150.0,34.977777777777774,1,🟢 High-Value Converters
U00914,48,2,<3L,desktop,organic,PLT_15,2025-05-04,1,4,deposit,1,1,0,1,0,0,4,5,1,0,19.0,0.0,1.0,1.0,8.0,4.0,267.0,93.0,412,56.14,70.3,1,93.0,1,0,16.25,6.0,2.0,56066.5,112133.0,12.0,7.455,1.0,150000,0.37377666666666665,0,0,0,0.0,70.3,2,🔵 Exploring Newcomers
U00915,28,2,<3L,mobile,google_ads,PLT_04,2025-04-03,0,3,kyc,1,1,1,0,1,0,3,4,1,0,18.0,0.0,1.0,1.0,26.0,3.0,56.0,60.0,145,59.849999999999994,44.3,1,60.0,1,0,19.666666666666668,15.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,1,0,0,0.0,44.3,2,🔵 Exploring Newcomers
U00916,38,2,3-7L,mobile,organic,PLT_09,2025-05-25,0,3,kyc,2,2,1,0,0,0,3,7,2,1,10.428571428571429,11.759494644146674,0.0,1.0,26.0,22.5,78.0,202.0,455,55.98571428571428,85.1,1,202.0,1,0,27604.833333333332,10.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,1,0,0,78.0,0.0,1,🟢 High-Value Converters
U00917,46,1,3-7L,mobile,partner_referral,PLT_09,2025-05-02,1,4,deposit,1,2,1,0,0,1,4,5,1,0,0.0,0.0,0.0,0.0,12.0,26.0,31.0,31.0,193,51.2,54.7,1,31.0,1,0,19.75,2.0,3.0,87953.33333333333,263860.0,22.0,7.683333333333334,3.0,500000,0.17590666666666666,1,0,0,0.0,0.0,2,🔵 Exploring Newcomers
U00918,35,3,3-7L,mobile,google_ads,PLT_07,2024-11-25,1,4,deposit,1,2,1,0,1,0,4,5,1,0,19.0,0.0,1.0,1.0,37.0,73.0,29.0,349.0,672,59.48,71.4,1,349.0,1,0,16.75,11.0,3.0,97555.66666666667,292667.0,12.0,8.083333333333334,2.0,500000,0.19511133333333333,1,0,1,0.0,71.4,2,🔵 Exploring Newcomers
U00919,50,3,3-7L,mobile,partner_referral,PLT_08,2024-11-18,0,1,fd_view,2,2,1,0,0,1,1,3,2,1,4.666666666666667,0.5773502691896257,0.0,1.0,16.5,3.0,0.0,0.0,36,36.03333333333333,0.0,0,0.0,1,0,45008.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,1,0.0,0.0,0,🟡 Hesitant Comparers
U00920,66,1,3-7L,desktop,partner_referral,PLT_15,2025-05-05,0,3,kyc,2,2,0,1,0,1,3,5,2,1,17.4,0.8944271909999163,0.2,0.8,28.5,12.0,15.0,142.0,226,33.739999999999995,62.0,1,142.0,1,0,45000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,15.0,12.4,2,🔵 Exploring Newcomers
U00921,28,3,<3L,mobile,direct,PLT_03,2025-04-13,0,1,fd_view,2,1,1,0,0,0,1,3,2,1,20.333333333333332,1.1547005383792517,1.0,0.6666666666666666,14.0,36.0,0.0,0.0,64,50.5,0.0,0,0.0,1,0,133207.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,1,0.0,0.0,0,🟡 Hesitant Comparers
U00922,22,2,3-7L,desktop,partner_referral,PLT_15,2025-05-15,0,0,landing,1,2,0,1,0,1,0,1,1,0,1.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,37,58.8,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00923,41,3,>15L,mobile,partner_referral,PLT_05,2025-05-23,0,2,details,1,4,1,0,0,1,2,3,1,0,20.0,0.0,1.0,0.0,83.0,33.0,3.0,0.0,119,59.800000000000004,84.0,0,0.0,1,0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,0.0,0,119,1,0.0,84.0,0,🟡 Hesitant Comparers
U00924,46,3,3-7L,mobile,google_ads,PLT_03,2024-06-01,1,4,deposit,2,2,1,0,1,0,4,6,2,1,7.0,0.0,0.0,0.16666666666666666,14.0,57.0,44.0,130.0,506,54.550000000000004,19.3,1,130.0,1,0,17280.0,3.0,3.0,107334.33333333333,322003.0,14.0,6.756666666666667,3.0,500000,0.21466866666666665,1,0,1,44.0,0.0,1,🟢 High-Value Converters
U00925,35,2,3-7L,mobile,direct,PLT_07,2025-01-25,0,0,landing,1,2,1,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5,15.3,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00926,55,1,3-7L,mobile,social_media,PLT_06,2025-02-28,0,3,kyc,1,2,1,0,1,0,3,4,1,0,7.0,0.0,0.0,1.0,10.0,3.0,5.0,382.0,400,59.949999999999996,81.0,1,382.0,1,0,18.666666666666668,13.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,1,0,0,0.0,0.0,2,🔵 Exploring Newcomers
U00927,22,1,>15L,mobile,google_ads,PLT_11,2024-12-09,0,0,landing,1,4,1,0,1,0,0,1,1,0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5,9.8,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,0.0,0,5,0,0.0,0.0,0,🟡 Hesitant Comparers
U00928,46,2,<3L,mobile,social_media,PLT_03,2024-10-25,0,3,kyc,2,1,1,0,1,0,3,7,2,1,22.428571428571427,0.5345224838248493,0.0,0.42857142857142855,37.0,15.0,64.5,75.0,308,53.771428571428565,69.3,1,75.0,1,0,29406.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,1,0,0,64.5,0.0,2,🔵 Exploring Newcomers
U00929,30,2,7-15L,desktop,google_ads,PLT_09,2024-11-16,0,1,fd_view,1,3,0,1,1,0,1,2,1,0,0.0,0.0,0.0,1.0,41.0,12.0,0.0,0.0,53,67.80000000000001,0.0,0,0.0,1,0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000,0.0,0,53,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00930,58,1,7-15L,desktop,social_media,PLT_12,2025-05-30,0,0,landing,1,3,0,1,1,0,0,1,1,0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5,36.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000,0.0,0,5,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00931,61,1,7-15L,mobile,social_media,PLT_01,2025-05-08,0,2,details,1,3,1,0,1,0,2,3,1,0,7.0,0.0,0.0,1.0,24.0,64.0,58.0,0.0,146,47.23333333333333,74.3,0,0.0,1,0,12.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000,0.0,0,146,0,0.0,0.0,0,🟡 Hesitant Comparers
U00932,28,3,<3L,mobile,organic,PLT_10,2025-01-25,0,2,details,1,1,1,0,0,0,2,3,1,0,7.0,0.0,0.0,1.0,43.0,6.0,76.0,0.0,125,46.46666666666667,49.6,0,0.0,1,0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,1,0.0,0.0,0,🟡 Hesitant Comparers
U00933,31,3,7-15L,mobile,social_media,PLT_03,2025-04-06,1,4,deposit,2,3,1,0,1,0,4,8,2,1,7.0,0.0,0.0,0.625,47.0,40.5,115.5,127.0,735,65.2,85.3,1,127.0,1,0,24689.285714285714,3.0,1.0,164931.0,164931.0,12.0,7.16,1.0,1100000,0.14993727272727272,1,735,1,115.5,0.0,1,🟢 High-Value Converters
U00934,48,2,<3L,mobile,google_ads,PLT_15,2024-06-01,0,2,details,1,1,1,0,1,0,2,3,1,0,19.0,0.0,1.0,1.0,43.0,11.0,106.0,0.0,160,41.199999999999996,46.9,0,0.0,1,0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,46.9,0,🟡 Hesitant Comparers
U00935,33,1,3-7L,mobile,google_ads,PLT_15,2025-01-21,0,2,details,1,2,1,0,1,0,2,3,1,0,21.0,0.0,1.0,1.0,5.0,46.0,32.0,0.0,83,49.800000000000004,62.5,0,0.0,1,0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,62.5,0,🟡 Hesitant Comparers
U00936,37,1,7-15L,desktop,google_ads,PLT_15,2024-06-01,0,3,kyc,1,3,0,1,1,0,3,4,1,0,5.0,0.0,0.0,1.0,9.0,117.0,140.0,11.0,277,57.575,60.6,1,11.0,1,0,16.333333333333332,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000,0.0,0,277,0,0.0,0.0,2,🔵 Exploring Newcomers
U00937,38,1,<3L,mobile,social_media,PLT_11,2025-05-06,1,4,deposit,1,1,1,0,1,0,4,5,1,0,0.0,0.0,0.0,1.0,54.0,24.0,12.0,26.0,144,66.16,29.5,1,26.0,1,0,17.25,4.0,2.0,69893.0,139786.0,24.0,7.29,2.0,150000,0.46595333333333333,1,0,0,0.0,0.0,2,🔵 Exploring Newcomers
U00938,22,3,7-15L,mobile,google_ads,PLT_15,2024-10-05,0,3,kyc,3,3,1,0,1,0,3,7,3,1,18.428571428571427,0.7867957924694434,0.8571428571428571,0.7142857142857143,20.666666666666668,75.0,54.0,114.0,380,46.18571428571429,59.7,1,114.0,1,0,85800.83333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000,0.0,1,380,1,54.0,51.17142857142857,1,🟢 High-Value Converters
U00939,37,1,<3L,mobile,organic,PLT_10,2025-04-16,0,0,landing,1,1,1,0,0,0,0,1,1,0,20.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,9,36.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00940,29,2,7-15L,mobile,social_media,PLT_11,2024-06-01,0,1,fd_view,3,3,1,0,1,0,1,5,3,1,19.4,0.5477225575051664,1.0,0.6,12.0,142.5,0.0,0.0,321,37.06,0.0,0,0.0,1,0,86400.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000,0.0,0,321,0,0.0,0.0,0,🟡 Hesitant Comparers
U00941,32,1,3-7L,desktop,organic,PLT_07,2025-05-12,0,2,details,1,2,0,1,0,0,2,3,1,0,4.0,0.0,0.0,0.0,23.0,126.0,16.0,0.0,165,41.199999999999996,13.8,0,0.0,1,0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00942,55,2,<3L,mobile,organic,PLT_03,2025-03-06,0,2,details,3,1,1,0,0,0,2,8,3,1,17.25,10.646931147384342,0.0,0.625,47.666666666666664,19.666666666666668,44.5,0.0,291,60.3,77.9,0,0.0,1,0,74575.28571428571,7.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,44.5,0.0,1,🟢 High-Value Converters
U00943,22,2,<3L,mobile,google_ads,PLT_14,2024-11-25,0,1,fd_view,1,1,1,0,1,0,1,2,1,0,20.0,0.0,1.0,0.0,11.0,4.0,0.0,0.0,15,41.55,0.0,0,0.0,1,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00944,47,3,>15L,desktop,google_ads,PLT_03,2025-03-25,1,4,deposit,1,4,0,1,1,0,4,5,1,0,19.0,0.0,1.0,1.0,5.0,27.0,25.0,51.0,116,58.760000000000005,86.7,1,51.0,1,0,19.5,14.0,1.0,82864.0,82864.0,12.0,8.9,1.0,2000000,0.041432,0,116,0,0.0,86.7,2,🔵 Exploring Newcomers
U00945,34,1,<3L,mobile,google_ads,PLT_02,2025-03-18,1,4,deposit,3,1,1,0,1,0,4,11,3,1,3.090909090909091,0.30151134457776363,0.0,0.5454545454545454,16.333333333333332,15.0,125.5,25.0,656,56.51818181818182,69.3,2,25.0,2,1,69480.0,1.0,1.0,77653.0,77653.0,6.0,8.67,1.0,150000,0.5176866666666666,2,0,0,125.5,0.0,1,🟢 High-Value Converters
U00946,34,1,<3L,desktop,organic,PLT_09,2024-06-01,0,1,fd_view,3,1,0,1,0,0,1,6,3,1,21.333333333333332,1.0327955589886453,0.3333333333333333,0.3333333333333333,13.0,15.0,0.0,0.0,84,49.25,0.0,0,0.0,2,1,67681.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00947,47,1,3-7L,desktop,direct,PLT_11,2025-03-27,0,2,details,1,2,0,1,0,0,2,3,1,0,18.0,0.0,1.0,1.0,39.0,20.0,27.0,0.0,86,42.1,32.7,0,0.0,1,0,24.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,32.7,3,🔴 Dormant Drop-offs
U00948,42,3,7-15L,mobile,social_media,PLT_04,2025-02-10,1,4,deposit,1,3,1,0,1,0,4,5,1,0,19.0,0.0,1.0,1.0,19.0,31.0,166.0,65.0,458,60.220000000000006,59.5,1,65.0,1,0,17.75,1.0,1.0,73922.0,73922.0,6.0,7.15,1.0,1100000,0.06720181818181818,1,458,1,0.0,59.5,2,🔵 Exploring Newcomers
U00949,44,3,3-7L,desktop,google_ads,PLT_10,2025-05-26,0,0,landing,1,2,0,1,1,0,0,1,1,0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13,27.9,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00950,49,2,<3L,mobile,google_ads,PLT_13,2024-10-23,1,4,deposit,3,1,1,0,1,0,4,14,3,1,18.357142857142858,0.49724515809884656,1.0,0.6428571428571429,43.0,25.666666666666668,78.33333333333333,41.333333333333336,608,53.67857142857143,69.4,3,41.333333333333336,2,1,29107.0,8.0,1.0,72542.0,72542.0,6.0,8.2,1.0,150000,0.48361333333333334,3,0,0,78.33333333333333,69.4,1,🟢 High-Value Converters
U00951,34,2,3-7L,mobile,google_ads,PLT_06,2025-01-27,0,3,kyc,2,2,1,0,1,0,3,5,2,1,19.0,0.0,1.0,0.2,30.5,101.0,162.0,89.0,413,51.0,77.9,1,89.0,2,1,64800.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,1,0,0,162.0,77.9,2,🔵 Exploring Newcomers
U00952,30,2,<3L,mobile,partner_referral,PLT_02,2025-03-31,0,2,details,2,1,1,0,0,1,2,4,2,1,7.25,0.4999999999999999,0.0,1.0,5.0,33.0,98.0,0.0,141,52.900000000000006,24.3,0,0.0,2,1,27615.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,98.0,0.0,0,🟡 Hesitant Comparers
U00953,24,1,<3L,mobile,organic,PLT_09,2025-05-31,1,4,deposit,1,1,1,0,0,0,4,5,1,0,19.0,0.0,1.0,1.0,5.0,19.0,296.0,70.0,397,55.06,45.7,1,70.0,1,0,20.75,4.0,1.0,31311.0,31311.0,12.0,8.0,1.0,150000,0.20874,1,0,0,0.0,45.7,2,🔵 Exploring Newcomers
U00954,28,3,3-7L,desktop,organic,PLT_15,2025-02-14,0,1,fd_view,2,2,0,1,0,0,1,3,2,1,5.666666666666667,1.1547005383792515,0.0,0.6666666666666666,24.5,26.0,0.0,0.0,75,29.166666666666668,0.0,0,0.0,1,0,46800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
